,Respondent,Redis,MariaDB,Elasticsearch,SQL Server,Google Cloud Storage,PostgreSQL,Apache Hive,Neo4j,MongoDB,IBM Db2,Amazon DynamoDB,Amazon RDS/Aurora,Google BigQuery,MySQL,Cassandra,Oracle,Memcached,Amazon Redshift,Apache HBase,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",SQLite
9467,13510,,,,,,,,,,,,,,,,,,,,,
9468,13511,,,,,,,,,,,,,,,,,,,,,
9469,13512,,,,1,,,,,,,,,,,,,,,,,
9470,13514,,,,1,,,,,,,,,,,,,,,,,
9471,13516,,,,,,1,,,,,,,,,,,,,,,
9472,13517,,,,,,,,,,,,,,,,,,,,,
9473,13518,,,,,,,,,,,,,,,,,,,,,
9474,13519,,,,,,,,,,,,,,,,,,,,,
9475,13520,,,1,,,1,,,,,,,,,,,,,,,
9476,13521,,1,,,,,,,,,,,,1,,,,,,,
9477,13522,,,,1,,,,,,,,,,,,,,,,,
9478,13523,1,1,1,,,1,,,1,,,1,,1,1,,1,,,,
9479,13524,,,,1,,,,,,,,,,,,,,,,,
9480,13525,,,,,,,,,,,,,,,,,,,,,
9481,13526,,1,,,,,,,1,,,,,1,,1,,,,,
9482,13527,,,,,,,,,,,,,,,,,,,,,
9483,13528,,,,1,,,,,,,,,,1,,1,1,,,,
9484,13529,,,1,1,,1,,,,,,,,1,,1,,1,,,
9485,13531,,,,,,,,,,,,,,,,,,,,,
9486,13532,,,,1,,,,,,,,,,1,,,,,,1,
9487,13533,,,,,,,,,,,,,,,,,,,,,
9488,13534,,,,1,,,,,,,,,,1,,,,,,,
9489,13535,,,,1,,1,,,1,,,,,1,,1,,,,,
9490,13536,1,,1,,,1,,,1,,,,,,,,,,,,1
9491,13537,,,,,,,,,,,,,,,,,,,,,
9492,13538,,,,,,,,,,,,,,,,,,,,,
9493,13539,1,,,,,1,,,1,,,,,,,,,,,,
9494,13540,,,,,,,,,,,,,,,,,,,,,
9495,13541,,,,,1,,,,,,,,1,1,,,,,,1,
9496,13542,,,,,,,,,,,,,,,,,,,,,
9497,13545,1,1,,,,,,,1,,,,,1,,,,,,1,
9498,13546,,1,,,,,,,,,,,,1,,,,,,,
9499,13547,,,,,,1,,,,,,,,,,,,,,,
9500,13550,,,,,,,,,,,,,,,,,,,,,
9501,13552,,,,,,,,,,,,,,,,,,,,,
9502,13554,,,,1,,,,,,,,,,1,,,,,,,1
9503,13556,,,,,,,,,,,,,,,,,,,,,
9504,13558,1,,,,,1,,,1,,1,,,,,,,,,,
9505,13559,,,,1,,,,,1,,,,,1,,,,,,,
9506,13560,,,,,,1,,,,,,,,1,,,,,,,
9507,13561,,,,1,,,,,,,,,,,,,,,,,
9508,13562,,,,1,,,,,,,,,,,,,,,,,
9509,13563,,,,1,,,,,,,,,,1,,,,,,,
9510,13564,,,,,,1,,,,,,,,1,,,,,,,
9511,13565,,,,,,,,,,,,,,,,,,,,,
9512,13566,,,,,,,,,,,,,,,,,,,,,
9513,13570,1,,,1,,,,,1,,,,,1,,,,,,,
9514,13571,1,,,1,,,,,,,1,,,,,,,1,,1,
9515,13572,,,,1,,,,,,,1,,,,,,,,,,
9516,13573,,,,1,,1,,,,,,,,,,,,,,,1
9517,13574,,,,,,1,,,,,,,,,,,,,,,
9518,13577,,,,,,1,,,1,,,,,1,,,,,,,
9519,13578,,,,,,,,,,,,,,1,,,,,,,
9520,13580,,,,,,,1,,1,,,,,1,,,,,1,,
9521,13581,,,,,,,,,,,,,,,,,,,,,
9522,13584,1,,,1,,,,,,,,,,,,,,,,1,
9523,13586,,,1,,,,1,,,,,1,,1,,,,,,,
9524,13587,,1,,,,,,,,,,,,1,,,,,,,
9525,13588,1,,1,,,1,,1,1,,,,,1,,,1,,,,
9526,13589,,,,,,1,,1,,,,,,,,,,,,,
9527,13590,,,,,,,,,,,,,,,,,,,,,
9528,13591,,,,1,,,,,,,,,,,,1,,,,,
9529,13594,,,,,,,,,,,,,,1,,,,,,,
9530,13596,,,,1,,1,,,,,,,,1,,,,,,,1
9531,13597,,,,,,,,,,,,,,,,,,,,,
9532,13598,,,,1,,,,,,,1,,,,,,,,,,
9533,13599,,,,,,,,,,,,,,,,,,,,,
9534,13600,,1,,,,,,,,,,,,1,,,,,,,
9535,13601,,,1,1,,1,,,,,,,,1,,,,,,,
9536,13602,,,,1,,,,,,,,,,,,,,,,,
9537,13603,,,,,,1,,,,,,,,1,,,,,,,
9538,13605,,,,,,1,,,1,,,,,,,,,,,,
9539,13606,,,,,,1,,,,,,,,,,,,,,,
9540,13609,1,1,,,,,,,1,,,1,,1,,,,,,,
9541,13610,,,,,,,,,,,,,,,,,,,,,
9542,13611,,,,1,,,,,,,,,,1,,,,,,,
9543,13612,,,,,,,,,,,,,,,,,,,,,
9544,13613,,,,,,,,,,,,,,,,,,,,,
9545,13615,,,,,,,,,,,,,,,,,,,,,
9546,13616,,1,1,,,1,,,1,,,,,1,,,1,,,,
9547,13618,,,,,,,,,,,,,,,,,,,,,
9548,13619,,,,,,,,,,,,,,,,,,,,,
9549,13620,,,,,,,,,,,,,,,,,,,,,
9550,13621,,,,,,,,,,,,,,,,,,,,,
9551,13622,1,1,,,,1,,,1,,,,,1,,,1,,,,1
9552,13623,1,,1,1,,,,,,,,,,1,,,,,,,
9553,13624,,,,1,,,,,1,,,,,1,,,,,,,
9554,13625,,,,1,,,,,,,,,,,,,,,,,
9555,13627,,,,,,,,,,,,,,,,,,,,,
9556,13628,1,,1,1,,,,,,,,,,,,,,,,1,
9557,13629,,,,,,,,,,,,,,,,,,,,,
9558,13630,,,,1,,,,,,,,,,,,,,,,,
9559,13631,,,,,,,,,,,,,,,,,,,,,
9560,13632,,,,1,,1,,,,,,,,,,1,,,,,
9561,13634,,,,,,,,,,,,,,1,,,,,,,1
9562,13638,,,,,,,,,,,,,,1,,,,,,,
9563,13639,,,,,,,,,,,,,,,,,,,,,
9564,13640,,,,1,,,,,,,,,,1,,,,,1,,1
9565,13641,1,,,1,,,,,1,,,,,1,,,,,,,1
9566,13642,,,,1,,,,,,1,,,,1,,,,,,,
9567,13644,,,,,,,,,1,,,,,,,,,,,,
9568,13645,,,,1,,,,,,,,,,,,,,,,,
9569,13648,,,,,,,,,,,,,,,,,,,,,
9570,13649,,,,,,,,,,,,,,,,,,,,,
9571,13652,,,,1,,,,,,,,,,,,,,,,,
9572,13653,,,,,,,,,,,,,,1,,,,,,,
9573,13655,,,,,,,,,,,,,,,,,,,,,
9574,13657,,,,,,,,,,,,,,,,,,,,,
9575,13658,,,,1,,1,,,1,,,,,1,,1,,,,,
9576,13660,,,,1,,,,,,,,,,,,1,,,,1,1
9577,13661,,,,,1,,,,,,,,,,,,,,,1,
9578,13662,,,,,1,1,,,,,,,,,,,,,,,
9579,13663,,,,,,,,,,,,,,,,,,,,,
9580,13664,,,,1,,1,1,,,,,1,,1,,,,1,,,
9581,13665,1,,,1,,,,,,,,,,1,,,,,,,
9582,13667,1,,,1,,1,,,1,,,,,1,,,,,,1,
9583,13668,1,,,,,1,,,,,,,,,,,,,,,
9584,13670,,1,,,,,,,,,,,,1,,,,,,,
9585,13671,,,,,,,,,,,,,,,,,,,,,
9586,13672,,,,,,,,,,,,,,1,,,,,,,
9587,13673,,,,1,,,,,,,,,,,,,,,,,
9588,13674,,,,1,,1,,,,,,,,1,,,,,,,
9589,13675,,,,1,,,,,,,,,,,,,,,,,
9590,13676,,,,,,1,,,,,,,,1,,,,,,,
9591,13677,,,,,,,,,,,,,,,,,,,,,
9592,13678,,,,,,,,,,,,,,,,,,,,,
9593,13679,,,,,,,,,1,,,,,,,,,,,,
9594,13680,,,,1,,,,,,,,,,1,,,,,,,
9595,13682,,,,,,,,,,,,,,,,,,,,,
9596,13684,,,,,,,,,1,,,,,,,,,,,,
9597,13685,,,,,,,1,,,,1,,,,,,,,1,,
9598,13687,,,,,,,,,,,,,,,,,,,,,
9599,13689,,,,1,,,,,,,,,,1,,,,,,1,
9600,13690,,,,1,,1,,,,,,,,1,,,,,,,
9601,13695,1,,1,,,1,,,,,1,1,,,,,,,,,
9602,13699,,,,1,,,,,1,,,,,1,,1,,,,,
9603,13700,,,,1,,1,,,1,,,,,1,,,,,,,1
9604,13701,,,,,,,,,,,,,,,,,,,,,
9605,13702,,,,1,,,,1,,,,,,,,,,,,,
9606,13703,,,,,,,,,,,,,,,,,,,,,1
9607,13704,,,,,,,,,,,,,,,,,,,,,
9608,13705,,,,,,1,,1,1,,,,,,,,,1,,,1
9609,13706,,,,,,,,,,,,,,,,,,,,,
9610,13708,,,,,,,,,1,,,,,1,,,,,,,
9611,13709,,,,1,,,,,,,,,,,,,,,,,
9612,13710,,,,1,,,,,,,,,,,,,,,,,1
9613,13711,,,,1,,,,,1,,,,,1,,1,,,,,
9614,13713,1,,,,,1,,,,,,,,,,,,,,,1
9615,13714,,,,,,,,,1,,,,,,,1,,,,1,
9616,13715,,1,1,,,,,,,,,,,1,,,,,,,
9617,13718,,1,,1,,1,1,,,,,,,1,,,,,1,,
9618,13720,,1,,,,,,,1,,,,,1,,1,,,,,
9619,13721,,,,,,,,,,,,,,,,,,,,,
9620,13722,,,,1,,,,,,,,,,,,,,,,,
9621,13726,,,,,,,,,,,,,,,,,,,,,
9622,13729,,,,1,,,,,,,,,,,,,,,,1,
9623,13730,,,,,,,,,,,,,,1,,,,,,,1
9624,13734,,,,,,,,,,,,,,,,,,,,,
9625,13735,,,,,,,,,,,,,,1,,,,,,,
9626,13736,,,,,,,,,,,,,,,,,,,,,
9627,13737,,,,,,,,,,,,,,,,,,,,,
9628,13738,,,,,,,,,1,,,,,,,,,,,,
9629,13739,,,,,,,,,,,,,,,,,,,,,
9630,13740,,,,,,,,,,,,,,,,,,,,,
9631,13741,,1,,1,,,,,,1,,,,1,,,,,,,
9632,13742,1,,,,,,,,1,,1,1,,1,,,,,,,
9633,13743,,,,1,,,,,,,,,,,,,,,,,
9634,13744,,,,,,,,,,,,,,1,,,,,,,
9635,13747,,,,,,,,,,1,,,,,,1,,,,,
9636,13748,,,,,,,,,,,,,,,,,,,,,
9637,13751,,,,,1,,,,,,,,,1,,1,,,,,
9638,13753,,,,1,,,,,,,,,,,,,,,,,
9639,13754,,,,,,,,,1,,,,,,,,,,,,
9640,13755,,,,,,,,,,,,,,1,,,,,,,
9641,13756,,,,1,,,,,,,,,,,,,,,,,
9642,13757,,,,,,1,,,,,,,,,,,,,,,1
9643,13758,,1,,1,,,,,,,,,,1,,,,,,,
9644,13760,,,,,,1,,,1,,,,,1,,,,,,,
9645,13762,,,,,,,,,,,,,,,,,,,,,
9646,13764,,,,,1,,,,,,,,,,,1,,,,,
9647,13766,,,,1,,,,,,,,,,1,,,,,,1,
9648,13767,,,,1,,,,,,,,,,,,,,,,,
9649,13769,,,,1,,1,,,,,,,,1,,,,,,,1
9650,13771,,,,,,1,,,,,1,,,1,,,,,,,
9651,13772,,,,,,,,,,,,1,,1,,,,1,,,
9652,13774,,,,1,,,,,,,,,,,,1,,,,,
9653,13777,,,,,,,,,,,,,,,,,,,,,
9654,13781,,1,,1,,,,,,,,,,1,,,,,,,1
9655,13782,,,,,,,,,,,,,,,,,,,,,1
9656,13783,,,,,,,,,,,,,,,,,,,,,
9657,13784,,,1,1,,,,,,,,,,,1,,,,,,
9658,13786,,,,1,,,,,,,,,,,,,,,,,1
9659,13788,,1,,1,,1,,,,,,,,1,,,,,,,
9660,13789,,,,1,,,,,,,,,,,,,,,,,
9661,13790,,,,1,,,,,,,,,,,,,,,,1,
9662,13791,,,,,,,,,1,,,,,1,,,,,,,
9663,13794,,,,,,,,,1,,,,,,,,,,,,1
9664,13795,,,,,,,,,,,,,,,,,,,,,
9665,13796,,,,,,1,,,1,,,,,1,,,,,,,
9666,13797,,,,1,,,,,,,,,,,,,,,,1,
9667,13798,,,,,,1,,,,,,,,,,,,,,,
9668,13799,,,,,,,,,,,,,,1,,,,,,,
9669,13801,,,,,,,,,,,,,,,,,,,,,
9670,13802,,,,1,,,,,,,,,,,,,,,,1,
9671,13803,1,,,1,,1,,,,,1,1,,,,1,,,,,
9672,13804,,,1,1,,,,,,,,,,,,,,,,,
9673,13805,1,1,,,,,,,,,,,,1,,,,,,,
9674,13806,,,,,,1,1,,,,,,,1,,,,,,,
9675,13807,,,,,,,,,,,,,,1,,,,,,,
9676,13808,,1,,,,1,,,,,,1,,1,,,,,,,
9677,13809,,,,,,1,,,,,,,,1,,,,,,,1
9678,13811,,,,,,,,,,,,,,,,,,,,,
9679,13812,,,,,,,,,,,,,,,,,,,,,
9680,13813,,,,,,1,,,1,1,,,1,,,,,,,,
9681,13814,,,,1,,,,,,,,,,,,,,,,,
9682,13815,,,,1,,,,,,,,,,,,,,,,1,
9683,13816,,,,1,,,,,,,,,,,,,,,,1,
9684,13817,1,,,,,,,,1,,,,,,,,1,,,,
9685,13818,,,,,,,,,,,,,,,,,,,,,
9686,13819,1,,,,,,,,,,,,,1,,,1,1,,,
9687,13820,,,,1,,,,,,,,,,1,,,,,,,
9688,13822,,1,,,,,,,,,,,,1,,,,,,,
9689,13823,1,1,,1,,1,,,,1,,,,1,,,,,,,
9690,13825,,,,1,,,,,,,,,,1,,1,,,,,1
9691,13826,,,,,,,,,,,,,,,,,,,,,
9692,13827,,,,,,,,,,,,,,,,,,,,,
9693,13828,1,1,1,,,,,,1,,,1,,1,,,,,,,
9694,13831,,,,1,,,,,,,,,,1,,,,,,,
9695,13832,,1,,,,1,,,,,,,,1,,,,,,,
9696,13833,,1,,,,1,,,1,,1,,,1,1,,,,1,,
9697,13834,,,,,,1,,,,,,,,1,,,,,,,
9698,13835,,,,,,,,,,,,,,,,,,,,,
9699,13837,,,,,,,,,,,,,,1,,,,,,,
9700,13838,,,,,,1,,,,,,,,,,,,,,,
9701,13839,,,,,,,,,,,,,,,,,,,,,
9702,13843,,,,,,,,,,,,,,,,,,,,,
9703,13844,,,,,,,,,,,,,,,,,,,,,
9704,13847,1,1,,1,,1,,,1,,,,,1,1,,,,,,
9705,13848,,,,,,1,,,,,,,,,,,,,,,
9706,13849,,,,1,,,,,,,,,,,,,,,,,
9707,13850,,1,,1,,,,,1,,,,,1,,1,,,,,1
9708,13851,,,,,,,,,,,,,,1,,,,,,,
9709,13853,,,,,,,,,,,,,,,,,,,,,
9710,13854,,,,,,,,,,,,,,1,,1,,,,,1
9711,13855,,,,,,,,,,,,,,,,,,,,,
9712,13856,,,,,,,,,,,,,,,,,,,,,
9713,13857,,,,,,,,,,,,,,1,,,,,,,
9714,13860,,,,1,,,,,,,,,,,,1,,,,,
9715,13861,,,,1,,1,,,,,,,,1,,1,,,,,1
9716,13862,,,,,,,,,,,,,,,,,,,,,
9717,13863,,,,1,,,,,,,,,,,,,,,,1,
9718,13865,,,,1,,,,,,,,,,,,,,,,1,
9719,13867,,1,,1,,,,,,,,,,1,,,,,,,
9720,13871,,,,1,,,,,,,,,,1,,1,,,,,1
9721,13873,,,,1,,1,,,,,,,,,,,,,,,
9722,13874,,,,,,,,,,,,,,,,,,,,,
9723,13876,,,1,,,1,,,1,,,,,1,,,,,,,
9724,13878,,,,,,,,,,,,,,1,,,,,,,
9725,13879,,,,,,,,,,,,,,,,,,,,,
9726,13882,,,,,1,,,,,,,,1,1,,,,,,,
9727,13883,,,,,,,,,,,,,,1,,,,,,,
9728,13884,,,,1,,,,,,,,,,,,1,,,,,
9729,13886,1,1,1,1,,1,,,1,,1,1,,1,,,,,,,1
9730,13887,,,,1,,,,,,,,,,,,,,,,,
9731,13888,,,,,,1,,,,,,,,,,,,,,,
9732,13889,,,,,,,,,,,,1,,1,,,,,,,
9733,13890,1,,,,,,,,,,,,,1,,,,,,,
9734,13892,,,,,,,,,,,,,,1,,,,,,,1
9735,13893,1,,,1,,1,,,,,,,,,,,,,1,,
9736,13894,,,,,,,,,,,,,,,,,,,,,
9737,13895,,,1,,,,,,,,,,,1,,,,,,,
9738,13896,,,,,,1,,,,,,,,,,,,,,,
9739,13897,,,,,,,,,,,,,,,,,,,,,
9740,13898,,,,1,,,,,,1,,,,,,,,,,,
9741,13899,,,,,,,,,,,,,,1,,,,,,,
9742,13900,,,,,,,,,,,,,,,,,,,,,1
9743,13901,,,,1,,1,,,,,,,,1,,1,,,,,
9744,13903,,,,,,1,,,,,,,,,,,,,,,
9745,13904,1,,,,,1,,,,,,,,1,,,,,,,
9746,13906,,,,1,,,,,,,,,,,,,,,,,
9747,13907,,,,,,,,,,,,,,,,,,,,,
9748,13908,,,,1,,,,,1,,,,,1,,,,,,,1
9749,13909,,,,,,,,,,,,,,,,,,,,,
9750,13910,,,,1,1,,,,,,,,,1,,,,,,,
9751,13912,,,,,,,,,,,,,,1,,1,,,,,
9752,13913,,,,,,1,,,,,,,,,,,,,,,
9753,13914,,,,,,,,,,,,,,1,,,,,,,
9754,13917,,,,,,1,,,,,,,,,,,,,,,
9755,13918,,,,1,,,,,,,,,,,,,,,,,
9756,13920,,,,1,1,1,,,,,,,,1,,,,,,,
9757,13921,,,,,,1,,,,,,,,,,,,,,,1
9758,13922,,,,1,,1,,,,,,,,,,,,,,,
9759,13923,,,,,,1,,1,1,,,,,,,,,,,,
9760,13924,,,,1,,,,,,,,,,1,,,,,,,
9761,13925,,,,1,,,,,1,,,,,,,,,,,1,
9762,13927,,,,1,,1,,,,,,,,1,,,,,,,
9763,13928,,,,1,,,,,1,,,,,1,,,,,,,
9764,13929,1,,,,,,,,,,,1,,1,,,,,,,1
9765,13930,,1,,,,,,,,,,,,1,1,,,,,,1
9766,13932,1,,,,,,,,,,1,,,,,,,,,,
9767,13933,,,,,,,,,,,,,,,,,,,,,
9768,13935,,,,,1,,,,,,,,,1,,,,,,,
9769,13940,,,,,,,,,,,,,,1,,,,,,,
9770,13941,,,,,,,,,,,,,,,,,,,,,
9771,13944,,,,1,,,,,,,,,,1,,1,,,,,
9772,13945,,,,,,,,,,,,,,,,,,,,,
9773,13947,,,,,,,,,,,,,,,,,,,,,
9774,13950,,,,,,,,,,,,,,,,,,,,,
9775,13951,,,,1,,,,,,,,,,1,,,,,,1,
9776,13952,,,,1,,,,,,,,,,1,,,,,,,1
9777,13954,,,,,,,,,,,,,,,,1,,,,,
9778,13956,,,,,,,,,,,,,,1,,,,,,,
9779,13957,,,,,,,,,,,,,,,,,,,,,
9780,13958,,,,,,,,,,,,,,,,,,,,,1
9781,13959,,,,,,1,,,,,,,,1,,,,,,,
9782,13960,,,,,,,,,1,,,,,,,,,,,,1
9783,13961,,,,,,,,,,,,,,,,,,,,,1
9784,13963,,,,,,,,,,,,,,,,,,,,,
9785,13965,,,,,,,,,,,,,,,,,,,,,
9786,13967,,,,,,,,,,,,,,,,,,,,,
9787,13968,,,,,,,,,,,,,,,,,,,,,
9788,13970,,,,,,,,,,,,,,,,,,,,,
9789,13971,,,,1,,,,,,,,,,1,,,,,,,
9790,13972,,,,,,,,,,,,,,,,,,,,,
9791,13974,,,,1,,1,,,,,,,,,,,,,,,
9792,13976,,,,,,,,,,,,,,1,,,,,,,
9793,13977,,,,1,,,,,,,,,,1,,,,,,,
9794,13980,,,,,,,,,,,,,,,,,,,,,
9795,13981,,,,1,,,,,,,,,,,,,,,,,1
9796,13982,,,1,,,1,,,,,,1,,,,,,,,,
9797,13984,,,,1,,,,,,,,,,,,,,,,,
9798,13985,,,,1,,,,,,,,,,,,,,,,,
9799,13987,,,,1,,,,,,,,,,,,,,,,,
9800,13988,,,,,,,,,,,,,,,,,,,,,
9801,13991,,,,1,,,,,1,,,,,1,,,,,,,
9802,13993,,,,,,,,,,,,,,,,,,,,,
9803,13994,1,,,1,,1,,,,,,,,1,,,,,,,
9804,13995,1,,,1,,,,,,1,,,,,,,,,,,1
9805,13996,,,,1,,,,,,,,,,1,,,,,,,
9806,13999,,,1,,,,,,1,,,,,1,,,,,,,
9807,14001,,,,,1,,,,,,,,1,1,,,,,,,
9808,14002,,,,,,,,,,,,,,,,,,,,,1
9809,14003,,,,,,,,,,,,,,,,,,,,,
9810,14005,,,,,,,,,1,,,,,1,,,,,,,
9811,14007,,,,,,,,,,,,,,,,,,,,,
9812,14009,,,,,,,,,,,,,,1,,,,,,,1
9813,14011,,,,,,,,,,,,,,,,,,,,1,
9814,14013,,1,,,,1,,,,,,,,1,,1,,,,,1
9815,14014,,,,,,,,,,,,,,,,,,,,,
9816,14015,,,,,,,,,,,,,,,,,,,,,
9817,14017,,,,,,,,,,,,,,,,,,,,,
9818,14018,,,,1,,1,,,,,,,,1,,1,,,,,
9819,14019,,,,1,,,,,,,,,,,,,,,,,
9820,14021,,,,,,,,,,,,,,,,,,,,,1
9821,14023,,1,,1,,1,,,,,,,,1,,,,,,,1
9822,14025,,,,1,,,,,,,,,,1,,,,,,,
9823,14026,,,,,,,,,,,,,,,,,,,,,
9824,14027,,,,,,,,,,,,1,,1,,,,,,,
9825,14028,1,,,1,,,,,,,,,,,,,,,,,1
9826,14029,,,,1,,,,,,,,,,1,,,,,,,
9827,14030,,,1,1,,,,,,,,,,1,1,,1,,,,
9828,14031,,,,,,,,,,,,,,,,,,,,,
9829,14032,1,,,,,1,,,,,,1,,1,,,,1,,,
9830,14034,,,,,,1,,,,,,,,,,,,,,,1
9831,14035,,,1,1,,,,,,,,,,1,,,,,,,
9832,14037,,,,,,,,,,,,,,1,,,,,,,
9833,14039,,,,,,,,,,,,,,,,,,,,,
9834,14040,,,,,,,,,,,,,,,,,1,,,,
9835,14043,,,,,,,,,,,,,,,,,,,,,
9836,14044,,,,,,,,,,,,,,,,1,,,,,
9837,14045,,,,,1,,,1,1,,,,,1,,,,,,,
9838,14050,,,,1,,,,,,,,,,1,,1,,,,,1
9839,14051,,1,,,,1,,,,,,,,1,,,,,,,
9840,14054,,,,,,,,,,,,,,,,1,,,,,
9841,14056,,,,1,,,,,,,,,,,,,,,,,
9842,14057,,,,1,,,,1,1,,,,,,,,,,,,
9843,14058,,,,,,,,,,,,,,,,,,,,,
9844,14059,,,,,,,,,,,,,,,,,,,,,
9845,14060,,,,1,,,,,,,,,,,,,,,,,
9846,14061,,,,,,,,,,,,,,1,,,,,,,
9847,14062,,,1,,,1,1,,,,1,1,,1,,,1,1,,,
9848,14063,,1,,1,,1,,,,1,,,,1,,,,,,,
9849,14064,,,,,,,,,,,,,,1,,,,,,,
9850,14065,,,,1,,,,,,,,,,,,,,,,,1
9851,14066,1,,1,1,,1,,,,,1,1,,1,1,,,,,,
9852,14068,,,,1,,,,,,,,,,,,,,,,,
9853,14070,,,,,,,,,,,,,,,,,,,,,
9854,14072,,,,,,1,,,,,,,,,,,,,,,
9855,14073,,,1,,,,,,,,,,,1,,1,,,,,
9856,14075,,,,1,,1,,,,,,,,,,,,,,,
9857,14076,1,,,1,,,,,,,,,,,,,,,,1,
9858,14077,,,,,,,,,,,,,,,,,,,,,
9859,14079,,,1,1,,1,,,,,,,,,,,,,,,
9860,14080,,,,1,,,,,,,,,,,,,,,,,
9861,14081,,,,,,1,,,,,,,,,,,,,,,
9862,14082,,,,,,,,,,,,,,,,,,,,,1
9863,14083,,1,,,,,,,,,,,,1,,,,,,,
9864,14084,,,,1,,1,,,,,,,,,,1,,,,,1
9865,14085,1,,,,,1,,,,,,,,1,1,1,1,,,,1
9866,14086,1,,,1,,1,,,1,,,,,1,,,1,,,,
9867,14087,,,,1,,,,,,,,,,,,,,,,,
9868,14088,,,,,,,,,,,,,,,,,,,,,
9869,14091,,,,,,,,,,,,,,,,,,,,,
9870,14092,,,,1,,,,,,,,,,1,,,,,,,
9871,14094,,1,,,,,,,,,,,,1,,,,,,,1
9872,14095,,,,,,,,,,,,,,,,,,,,,
9873,14096,,,,,,,,,,,,,,,,,,,,,
9874,14097,,,,,,,,,,,,,,,,,,,,,
9875,14100,,,,,,1,,,,,,,,,,,,,,,1
9876,14101,1,,1,,,1,,,1,,,1,,1,,,,,,,
9877,14103,,,,1,,,,,,,,,,,,,,,,1,
9878,14104,,1,1,,,,,,,,,,,1,,,,,,,
9879,14105,,,,,,,,,,,,,,,,,,,,,
9880,14106,,,,,,1,,,,,1,,,,,,,,,,
9881,14107,,,,,,1,,,,,,,,,,,,,,,
9882,14108,,1,,,,,,,,,,,,1,,1,,,,,1
9883,14109,,,,1,,,,,,,,,,,,,,,,,
9884,14110,,,,,,1,,,,,1,1,,,,,,,,,1
9885,14111,,,,,,,,,,,,,,,,,,,,,
9886,14112,,,1,,,1,,,,,1,,,,,,,,,,
9887,14113,1,,,1,,1,,,,,,,,,,1,,,,,
9888,14117,1,,,,,,,,1,,,,,1,,,,,,,
9889,14119,,,,1,,,,,,,,,,,,,,,,,
9890,14120,,,,1,,,,,,,,,,1,,1,,,,,1
9891,14121,,,,,,,,,,,,,,,,,,,,,1
9892,14122,1,1,,1,,1,,,,,,,,1,,,1,,,1,
9893,14123,,,,,,,,,,,,,,1,,,,,,,
9894,14125,1,,,,,,,,,,,,,1,,,,,,,
9895,14126,,,,,,,,,,,,,,,,,,,,,
9896,14127,,,,,,,,,,,,,,,,,,,,,
9897,14128,,,,1,,,,,,,,,,1,,,,,,1,
9898,14129,,,1,,,1,,,,,,,,1,1,,,,,,
9899,14130,1,,,,,,,,,,,,,1,,,,,,,
9900,14132,1,,,,,1,,,1,,,,,,,,,,,,
9901,14133,,,,1,,,,,,,,,,1,,,,,,,
9902,14134,,,,1,,,,,,,,,,1,,,,,,,
9903,14135,,,,,,1,,,,,,,,,,,,,,,
9904,14137,,,,1,,,,,,,,,,1,,,,,,,
9905,14138,,,,1,,,,,,,,,,,,,,,,,1
9906,14139,,,,,,,,,,,,,,,,,,,,,
9907,14142,,,,,,,,,,,,,,,,,,,,,
9908,14143,1,,,1,,,,,,,,,,1,,,,,1,,
9909,14144,,,,1,,,,,,,,,,,,,,,,,
9910,14145,,,,,,,,,,,,,,,,,,,,,
9911,14147,1,,,,1,1,,,,,,,1,,,,,,,,
9912,14150,,,,,1,,,,1,,,,,,,,,,,,
9913,14151,,1,,1,,1,,,1,,,,,1,,,,,,,
9914,14152,1,1,1,,,,,,,,,,,1,,,1,,,,
9915,14153,,,,,,,,,,,,,,,,,,,,,
9916,14154,1,,1,,,1,,,,,,,,1,,,,,,,
9917,14157,,,,1,,,,,,1,,,,,,,,,,,
9918,14159,,,,1,,,,,,,,,,1,,,,,,,
9919,14160,,,,1,,,,,,,,,,,,,,,,,
9920,14161,,,,,,,,,,,,,,,,,,,,,
9921,14162,,,,,,,,,,,,,,,,,,,,,
9922,14163,,,,1,,,,,,,,,,,,,,,,1,1
9923,14164,,,,,,,,,,,,,,,,,,,,,
9924,14165,,,,,,1,,,,,,,,1,,,,,,,1
9925,14166,1,,1,,,,,,1,,,,,,,,1,,,,
9926,14167,,,,1,,,,,,,,,,,,,,,,,
9927,14168,,,,,,,,,,,,,,,,,,,,,
9928,14169,1,,,1,,,,,,,,,,,,,,,,1,
9929,14170,,,,,,,,,,,,,,,,,,,,,
9930,14171,,,,,,,,,,,,,,,,,,,,,
9931,14173,,,,1,1,,,,,,,,,1,,,,,,,
9932,14174,,,,,,1,,,,,,,,1,,1,,,,,
9933,14175,,,,1,,,,,,,,,,,,,,,,,
9934,14177,,,,1,,,,,1,,,,,1,,,,,,,
9935,14179,1,1,1,,,,,,1,,1,1,,1,,,,,,,
9936,14180,,,,1,,,,,,,,,,1,,1,,,,,
9937,14184,,,,,,,1,,,,,,,1,,,,,,,
9938,14188,,,,,,,,,,,,,,1,,,,,,,1
9939,14189,,,,,,,,,,,,,,,,,,,,,
9940,14190,,,,1,,,,,,,,,,1,,,,,,,
9941,14191,,,,1,,,,,,1,,,,1,,1,,,,,
9942,14192,,,,,,,,,,,,,,,,,,,,,
9943,14194,,,,,,,,,,,,,,1,,,,,,,
