,Respondent,Engineering manager,QA or test developer,Designer,Mobile developer,System administrator,Game or graphics developer,Product manager,Data or business analyst,Educator or academic researcher,Marketing or sales professional,Back-end developer,Student,"C-suite executive (CEO, CTO, etc.)",DevOps specialist,Front-end developer,Database administrator,Data scientist or machine learning specialist,Embedded applications or devices developer,Desktop or enterprise applications developer,Full-stack developer
10547,15055,,,,,,,,,,,2,,,,,,,,,
10548,15056,2,,,,,,2,,,,2,,,2,2,,,,2,2
10549,15057,,2,,,,,,,,,2,,,2,2,,,,,2
10550,15058,,,,,,,,,,,,,,2,,,,,,2
10551,15059,,,,,,,,,,,,,,,2,,,,2,2
10552,15061,,2,,,,,,,,,2,2,,,2,,,,,2
10553,15064,,2,,,,,,,,,,,,,,,,,,
10554,15065,,,,,,,,,,,2,,,,,,,,2,
10555,15066,2,,,,,,,,,,,,,,,,,,,
10556,15067,,,,,2,,,,,,2,,,,,,,,,2
10557,15069,,,,,,,,,,,2,,,,,,,,,
10558,15070,2,,,,,,,2,,,2,,,,2,2,,,,2
10559,15071,,,,,,,,,,,2,,,,,,,,,
10560,15074,,,,,,,,,,,,,,,2,,,,,
10561,15075,,,,,,,,,,,2,,,,,,,,,
10562,15076,,,,,,,,,,,2,,,,,,,,,2
10563,15077,,,,,,,,,,,2,,,,2,,,,2,2
10564,15079,,,,,,,,,,,2,,,,,,,,,
10565,15081,,,,,,,,,,,,,,,,,,,,2
10566,15082,,,2,,2,,,,2,,2,,,,2,2,,,,2
10567,15085,,,,,2,,,,,,,,,,,,,,,
10568,15088,,2,2,,,,,,,,,2,,2,,2,,,,2
10569,15089,,,,,,,,,,,2,,,,,,,,,
10570,15092,,,,2,,,,,,,,,,,,,,,,
10571,15093,,,,2,,,,,,,,,,,,,,,,
10572,15094,,,2,,,,,,,,2,,,,2,,,,,2
10573,15097,,,,2,,,,,,,2,2,,,,,,,,
10574,15098,,,,,,,,,,,2,,,,2,,,,,2
10575,15099,,,,2,,,,,,,,,,,2,,,,,
10576,15100,,,,,,2,,,,,,,,,,,,,,
10577,15101,,,,,,,,,,,2,,,,,2,,,2,2
10578,15102,,,,,,,,,,,2,,,,,,,,,
10579,15103,,,,2,,,,,,,,,,,,,,,,
10580,15104,,,,,,,,,,,2,2,,,,,2,,,
10581,15106,,,,,,,,,,,2,,,,,,,,,
10582,15107,,2,,,,,,,,,2,,,2,,,,,,2
10583,15108,,,,2,,,,,,,,,,,,,,,,
10584,15109,,,,,,,,,,,2,,,2,,,2,,,2
10585,15110,,,,,,,,2,,,2,,,,2,,,,,
10586,15111,,,,,,,,,,,,,2,,,,,,,
10587,15113,,,,,,,,,,,2,,,,2,,,,,2
10588,15114,,,,2,,,,,2,,,,,,,,,,,
10589,15115,,,,,,,,,,,2,,,2,2,,,,,2
10590,15116,,,,,,,,,2,,2,,,,,,,,,
10591,15117,,2,,,,,,,2,,2,,,2,,,,,2,
10592,15118,,,,2,,,,,,,,,,,,,,,,
10593,15121,,,,,,,,,,,,,,,,,2,,,
10594,15122,,,,,,,,,,,,,,,2,,,,,
10595,15123,,,,,,,,,,,2,,,,2,,,,2,2
10596,15124,2,,,,,,,,,,2,,,2,,,,,,
10597,15125,,,,,2,,,,,,2,2,,,2,,,,,2
10598,15127,,,,2,,2,,,,,,,,,2,,,,,
10599,15128,,,,,,2,,,,,,,,,,,,,2,
10600,15133,,,,2,,,,,,,,,,,,,,,,2
10601,15134,,,,,,,,,,,2,,,,2,,,,,2
10602,15136,,2,,,2,,,,,,2,,,2,,,,,2,
10603,15138,,,,,,,,2,,,2,,,,,,,,,2
10604,15141,,,,,2,,2,,,,2,2,,,2,,,,,2
10605,15143,,,,2,,,,,,,2,,,,,,,,,
10606,15144,,2,,,,,,2,,,2,,,,2,2,,,2,
10607,15145,,,,,,,,,,,2,,,,,,2,,,
10608,15146,,,,,2,,,,,,2,,,2,,,,,,2
10609,15147,,,,,,,,,,,2,,,,2,,,,,2
10610,15150,,,,,,,,2,,,,,,,,,,,,
10611,15151,,,,,,,,,,,2,,,,,,,,,2
10612,15152,,,,,,,,,,,,,,,2,,,,,
10613,15153,,,,,,,,,,,,,,,2,,,,,2
10614,15154,,,,,,,,,,,2,,,,2,,,,,2
10615,15157,,2,2,,2,,,,,,2,,,,2,2,,,,
10616,15158,,,,,,,,2,,,2,,,,,,,,,
10617,15159,,,,,,,,,,,,,,,,,2,,,
10618,15160,,,,,,,,2,,,2,,,2,2,2,,,2,2
10619,15161,,,,,,,,,,,2,,,,,,,,,
10620,15163,,,2,2,2,,,,,,2,2,,,2,2,,2,2,2
10621,15165,,,,,,,,,,,2,,,,,,,,,2
10622,15166,,,,,,,,2,2,,,,,,,,2,,,
10623,15167,,,,2,,,,2,,,2,,,,2,2,,,2,
10624,15168,,,,2,,,,,,,,,,,,,,,,2
10625,15170,,,,,,,,,,,,,,,2,,,,,2
10626,15171,,,,,,,,,,,2,,,,,,,,,
10627,15173,,,,,,,,,,,2,,,,,2,,,,
10628,15174,,,,,,,,,,,2,,,,2,,,,,2
10629,15176,,,,,,,,2,,,,,,,,,2,,,
10630,15177,,,,,,,,,,,2,,,2,,,,,,
10631,15178,,,,,2,,,,,,2,,,2,,,,,,
10632,15179,,,,,,,,,,,2,,,,,,,,,2
10633,15181,,,,,,,,,,,,,,,,,,,,2
10634,15182,,,,,,,,,,,,,,,2,,,,,
10635,15184,,,,,,,,,,,2,,,,,,,,,
10636,15185,,,,,,,,,,,2,,,,,,,,,2
10637,15186,,,,2,2,2,,,,,2,,,2,2,2,,,2,2
10638,15188,,,2,2,,,,,,,2,,,,2,,,,,2
10639,15190,,,,,,,,,,,2,,,,2,,,,,
10640,15192,,,,2,,,,,,,,,,,,,,,,
10641,15193,,,2,,,,,,,,,,,,2,,,,2,
10642,15195,,,,,,,,,,,,,,,,,,,,2
10643,15196,,,,,,,2,2,,,,,,,,,,,,2
10644,15198,,,,,,,,,,,2,,,2,,,,,,
10645,15199,,,,,,,2,2,,,2,,,,2,,,,2,2
10646,15200,,,,,,,,,,,2,,,2,,2,,,2,
10647,15201,,,,,,,,,,,,,,,,,,,,2
10648,15202,,,,,,,,,,,,,,,,,,,2,2
10649,15204,2,,,,,,,,,,,,,,,,,,,
10650,15205,,,,,,,,,,,,,,,,,2,,,
10651,15206,,,,,,,,,,,2,,,,2,,,,,2
10652,15207,,,,,,,,,,,,,,,2,,,,,2
10653,15208,,,,,,,,,,,2,,,,,,,,,
10654,15209,2,,,,,,,,,,,,,,,,,,,
10655,15211,2,,,,,,,,,,,,,,,,,,,
10656,15212,,,,,,,,,,,2,,,,,,,,,
10657,15213,,,,,,,,,,,2,,,,,,,,,
10658,15214,,,,,,,,,,,2,,,,,2,,,,
10659,15215,,,,2,2,2,2,,,,2,2,2,2,2,2,,2,2,2
10660,15216,,,,,,2,,,,,,,,,,,,,2,
10661,15218,,,,,,,,,,,2,,,,,,,,,
10662,15219,,,,,,,,,,,2,,,2,,,,,,2
10663,15220,2,,,,,,2,,,,2,,2,,2,,2,,,
10664,15222,,,,,2,,,,,,,,,,,,,,,
10665,15223,,,,,,,,,,,,,,,,,,,,
10666,15225,,,,2,,,2,,,,2,,,,,,,,,
10667,15227,,,,,,,,,,,,,,,,,,,2,
10668,15228,,,2,,,,,2,,,2,,,,,,2,,,2
10669,15230,,,,,2,,,,,,,,,,,2,,,,
10670,15231,,,,,,,,,,,,,,,,,,,,2
10671,15233,,,,,,,,,,,2,,,,,,,,,2
10672,15234,,,,,2,,,,,,,,,,,,,,,
10673,15236,,,,,,,,,,,2,,,2,,,2,,,
10674,15238,,,,,,,,,,,,,,,,,,,,2
10675,15239,,,,,,,,,,,2,,,,,,,,,2
10676,15240,,,,,,,,,,,2,2,,,2,,,,,2
10677,15242,,,,,,,,,,,,2,,,,,,,,
10678,15243,,2,2,,,,,2,,,2,,,,,,2,,,
10679,15244,,,2,,,,,,,,2,,,2,2,,,,2,2
10680,15245,,,,,,2,,,,,2,2,,,2,,,,,
10681,15246,,,2,,2,2,,,,,2,,,,2,2,,,2,2
10682,15247,,2,,,,,2,,,,,,,,,,,,2,
10683,15249,,,,2,,,,,,,,2,,,,,,,,2
10684,15251,,,,,,,,,,,,,,,,,,,,2
10685,15252,,,2,,,,,,,,2,,,,2,,,,,
10686,15253,,,,2,,,,,,,,,,,,,,,,
10687,15254,,,,2,,,,,,,,,,,,,,2,,2
10688,15255,,,,,,,,,,,2,,,,,,,,,2
10689,15256,,,,,,,,,,,2,2,,,2,,,,,2
10690,15261,,,,2,,,,,,,,,,,,,,,,
10691,15263,,,,,,,,,,,,,,2,,,,,,
10692,15264,,,,,2,,,2,,,2,,,,,2,,,,
10693,15265,,,,,,,,,,,2,,,,,2,,,2,
10694,15269,,,,,,,,2,,,2,,,,,,,,,2
10695,15270,,,,2,,,,,,,,,,,,,,,,
10696,15271,,,,,,,,,,,2,,,,,,,,,
10697,15272,,,,,,,,2,,,,,,,,,,,,
10698,15273,,,,,,,,,,,,,,,2,,,,,
10699,15274,,,,,,,,2,,,2,,,,,,,,,
10700,15276,,2,,,,,,2,,,,,,,,,,,,
10701,15277,,,,2,,,,,,,,,,,,,,,,
10702,15278,,,,,,,,,,,2,,,,2,,,,,2
10703,15279,,,,,2,,,,,,2,,,,2,,,,,2
10704,15280,,,,,,,,,2,,,,,,,,,,,
10705,15281,,,,,,,,,,,2,,,,,,,,,
10706,15283,,,,,,,,,,,,,,,,,,,2,
10707,15284,,,,2,,,,,,,,,,,,,,,,2
10708,15285,,,,,,,,,,,2,,,,,,,,,2
10709,15286,,,,,,,,,,,,,,,,,,,,
10710,15287,,2,,,,,,,,,2,,,,,,,,,
10711,15288,,,,,,,,,,,2,,,,2,,,,,2
10712,15291,,,,,,,,,,,,,,,,,,2,,
10713,15292,,,2,2,,,,,,,,2,,,2,2,,,,
10714,15294,,,,,,,,,,,,2,,,,,,2,,
10715,15296,,2,,,,2,,,,,2,,,,,,,,,2
10716,15297,,,,,,,,,,,2,,,,2,,,,,2
10717,15299,,,,,,,,,,,2,,,,2,,,,,2
10718,15300,,2,2,,,,,,,,2,,,2,,2,,,,
10719,15301,,,2,,,,,,,,2,,,,2,2,,,,2
10720,15302,,,,,,,,,,,2,,,,2,,,,,2
10721,15303,,,2,2,,,,,2,,,,,,,,2,,,
10722,15307,,,,,,,,,,,,,,,,,,,,2
10723,15308,,,,,2,,,,,,2,,,2,2,2,,2,,2
10724,15309,,,,,,,,,,,2,,,,,,,,,
10725,15312,,,,,,,,2,,,2,,,,,,,,2,2
10726,15313,,,2,,,,,,,,2,,,,,,,,,2
10727,15314,,,,,,,,,,,2,,,,,,2,,,
10728,15315,,,,,,,,,,,2,,,,2,,,,,2
10729,15316,,,,,,,,,,,2,,,,2,,,,,2
10730,15317,,,,2,,,,,,,,,,,,,,,2,
10731,15318,,,,2,,,,,,,2,,,,2,,,,,2
10732,15319,,2,2,,2,,,,,,2,2,,,2,2,,,,2
10733,15320,,,,,,,,,,,2,,,,,,,,2,
10734,15321,,,,2,,,,,,,,,,,2,,,,,
10735,15323,,2,,,2,,,2,,,2,,,2,2,2,,,2,2
10736,15324,,,2,,,,,,,,2,,,,2,2,,,,
10737,15325,,,,2,,,,,,,,,2,,,,,,,
10738,15326,,,,,,,,,,,2,,,,2,,,,,2
10739,15327,,,,,,,,,,,,,,,2,,,,,
10740,15328,,2,,,2,,,,,,2,,,,2,,,,,2
10741,15329,,,,2,,,,,,,2,,,,2,,,,,2
10742,15330,,,,,,,,,,,2,,,,,,,,,
10743,15331,,,,,,,,,,,,,,,,,,,,2
10744,15332,,2,,2,2,,,,,,2,,,,2,2,,,,2
10745,15333,,,,,,,,,,,2,,,,,,,,,
10746,15335,,,,,,,,,,,2,,,,2,,,,,2
10747,15336,,,,,,,,,,,2,,,,,,,,2,
10748,15339,,,,2,,,,,,,2,2,,,,,,,2,
10749,15340,,,,,,,,,,,2,2,,,2,2,,,,
10750,15342,,,,2,,,,,,,2,2,,,2,,,,2,
10751,15343,,,,,,,,,,,2,,,,,,,,,
10752,15344,2,,,,,,,,2,,2,,,,,,2,,,
10753,15346,,,,2,,,,,,,,,,,,,,,,
10754,15347,,,2,,,,,,,,2,,,,2,,,,,2
10755,15348,,,,,,,,,,,,,,,,,,,2,
10756,15349,,,,,,,,,,,2,2,,2,,2,,,,
10757,15353,,,,,,,,,,,2,,,,2,,,,2,
10758,15355,,,,,,,,2,,,2,,,,2,2,,,,2
10759,15356,2,,,,,,,,,,,,,,,,,,,
10760,15357,,,2,,,,,,,,2,,,,,,2,2,2,
10761,15359,,,,,2,,,,,,2,,,2,,,,,,
10762,15360,,,2,,,,,,,,2,,,,2,2,,2,2,2
10763,15361,,,,,,,,,,,2,,,,,,,,,
10764,15362,,,,,2,,,,,,2,,,2,,2,,,,
10765,15366,,,,,,,,2,,,2,,,2,2,2,,,,2
10766,15367,,,,,,,,,,,,,,,,,,,2,2
10767,15368,,,,,,,,2,,,,,,,,,,,,
10768,15369,,,,,,,,,,,,,,,2,,,,,2
10769,15370,,,,,,,,,,,,,,,,,,2,,
10770,15372,,,,,,,,,,,2,,,,2,,,,,2
10771,15373,,,,,2,,,,,,,,,2,,2,,,,
10772,15374,,,,,,,,,,,2,2,,,2,,,,2,2
10773,15375,,,,,,,,,,,2,,,,2,,,,,2
10774,15376,,2,,,,,,,,,,,,2,,,,,,
10775,15377,2,,,,2,,,,,,2,,,,,,,,,2
10776,15379,,,,,,,,,,,2,2,,,2,,,2,,2
10777,15380,,,,2,,,,,,,,,,,,,,,,
10778,15381,,,,,,,,,,,,,,,,,,,,2
10779,15382,,,,,,,,2,,,,,,,,,,,,
10780,15383,,,,,,,,,,,2,,,,,,,,,
10781,15385,,,,,,,,,,,2,,,,2,,,,,2
10782,15386,,,,,,,,,,,,,,2,,,,,,2
10783,15387,,,2,,,,,,,,,,,,,,,2,,
10784,15388,,,,2,,,,,,,,,,,,,,,,
10785,15389,,,,,2,,,,,,,,,,,2,2,,,
10786,15391,,,,2,,,,,,,,,,,,,,,,
10787,15392,,,,2,,,,,,,,,,,,,,,,2
10788,15393,,,,2,,2,,,,,2,,,,,,,,,
10789,15394,,,,,,,,,,,2,,,,,,,,,
10790,15395,,,,,,,,,,,2,,,,,,,,,
10791,15396,,,,2,,,,,,,2,,,,,,,,,
10792,15399,2,2,2,,2,,2,,,,2,2,,,2,,,,,2
10793,15400,,,2,2,2,2,,,,,2,,,2,2,2,,,2,2
10794,15401,,,,,,,,,,,,,,,,,,2,,2
10795,15404,,2,,,2,,,,,,,,,,2,2,,,,
10796,15405,,,,,,,,,,,2,,,,,,,,,
10797,15406,,,,,,,,,,,,,,,2,,,,,2
10798,15407,,,2,,2,,,2,,,2,,,,2,2,,,2,
10799,15408,,,,,,,,,,,2,,,,,,,,,
10800,15409,,,,,,,2,2,,,,,,,,,,,,
10801,15411,,2,,,,,,,,,,,,,,,,2,,
10802,15413,2,,,,,,2,2,,,2,,,,,,,,,
10803,15414,,,,,,,,,,,2,,,,,,,,,
10804,15415,,,,,2,,,,,,2,2,,,,2,,,,2
10805,15416,2,2,,,,,,,,,,,,2,,,,,2,
10806,15419,,,,,,,,,,,,,,,,,2,,,
10807,15420,,,,2,2,,,,,,2,,,2,2,2,,2,2,2
10808,15421,,,,,2,,,,,,,,,2,,,,,,
10809,15422,,,,,,,,,2,,,,,,,,,,,
10810,15423,2,,,,2,,,2,,,2,,,2,2,2,,,,2
10811,15425,,,,2,,,,,,,,,,,,,,,,
10812,15426,,,,,,,,,,,,,,,,,,2,,
10813,15428,,,,,,,,,,,2,,,,,,,,,
10814,15429,,,,,,,,,,,2,,,,,,,,,
10815,15430,,,2,,,,,,,,2,,,,,,2,,,
10816,15432,,,,,2,,,2,,,,,,2,,,,,,
10817,15433,,,,,,,,2,,,2,,,,,,,,,
10818,15434,,,,,,,,,,,,,,,2,,,,,
10819,15435,,,,,,,,2,,,,,,,,,,,,
10820,15436,,2,,,2,,,,,,2,,,,,,,2,,
10821,15439,,,,,2,,,,,,,,,,,,,,,2
10822,15440,,,,,,,,,,,2,,,,,,,,,
10823,15441,,,,,,,,,,,,,,,,,,2,,
10824,15442,,,,,,,,,,,2,,,,,,2,,,
10825,15443,,,2,2,,,,,,,2,,,,2,,,,2,
10826,15444,,2,,,,,,,,,2,,,,,,,,,
10827,15448,,,,,,,,,,,,,,,,,,,2,
10828,15449,,,,,,,,,,,2,,,,,,,,,
10829,15450,,,,2,,,,,,,2,,,,,,,,,2
10830,15451,,,,,2,,,,,,2,,,,,,,,,
10831,15452,,,,,,,,,,,,,,,,,,2,,
10832,15455,,,,,,,,,,,2,,,,2,,,,2,
10833,15458,,,,,,,,,,,2,,,,2,,,,,2
10834,15460,,,,,,,2,,,,,,,,,,,,,
10835,15461,,,,,,,,,,,,,,,,,,,,2
10836,15462,,,,2,,,,,,,,,,,,,,,,
10837,15463,,,,,,,2,,,,2,,,,,,,,,2
10838,15467,,2,,,,,,,,,,,,,,,,,,
10839,15469,,2,,,,,,,,,2,,,,2,,,,,2
10840,15471,,,,2,,,,,,,2,,,2,,,2,,,2
10841,15472,,,,,,,,,,,2,,,2,2,,,,,2
10842,15474,,,,,,,,,,,2,,,,,,,,,2
10843,15475,,,2,,,,,,,2,,2,,,2,,,,,
10844,15480,,,,2,,,,,,,,,,,,,,,,2
10845,15481,,,,,,,,,,,2,,,,,,,,,
10846,15482,,,,,,,,,,,2,,,,,,,,2,2
10847,15483,,,,,2,,,,,,2,,,2,2,,,,,2
10848,15485,,,,,,,,,,,2,,,,2,,,,,2
10849,15486,,,,2,2,,,2,,,2,,,2,2,2,,2,2,2
10850,15487,,,,,,,,,,,,,,,,,,,,
10851,15489,,,,,,,,,,,,,,,2,,,,,
10852,15490,,,,,,,,,,,,,,,,,,,,
10853,15493,,,,,,,,,,,,,,,2,,,,,
10854,15494,,,,,,,,2,,,,,,,,,,,,
10855,15495,,,,,,,,,,,2,,,,,,,,,
10856,15497,,,,,,,,,2,,,,,,,,,,,
10857,15498,,,,,,,,,2,,,2,,,,,,,,
10858,15500,,,,,,,,,,,2,,,,,,2,,,2
10859,15501,,,,,,,,,,,,,,,,,,,,
10860,15502,,,,,,,,,,,,2,,,,,,,2,
10861,15503,,,,,,,,,,,2,,,,,,,,,
10862,15504,,,,,,,,,,,2,,,,,,,,,2
10863,15506,,,,,,,,,,,2,,,,,,,,2,2
10864,15507,2,,,,,,,,,,,,,,,,,,,
10865,15508,,,2,,,,,,,,,,,,2,,,,2,
10866,15509,,,,2,,,,,,,,,,,,,,,,
10867,15512,,,,2,,,,,,,,,,,,,,,,2
10868,15513,,,,,,,,,,,,,,,,,,,2,2
10869,15514,,,,,,,,2,,,2,,,,,,,,,
10870,15515,,,,,,,,,,,2,,,2,,,,,2,2
10871,15517,2,,,,,,,,2,,2,,,,,,,,,
10872,15519,,,,,,,,,,,2,,,,2,,,,,2
10873,15520,2,,,,,,,,,,,,,,,,,,2,
10874,15521,,,,,,,,,,,,,,,,,,,,
10875,15522,,,,,,,,2,,,2,,,,2,2,2,,,
10876,15523,,,,,,,,,,,,,,,,,,,2,
10877,15524,,,2,2,,,,,,,2,,,,2,2,,,2,
10878,15525,,,,,,,,,,,,,,,,,,,,2
10879,15526,,,,,2,,,,,,2,,,,2,2,,,,2
10880,15529,,,,,,,,,,,,,,,,,,,,2
10881,15531,,,,,,,,,,,,,,,,,,,,2
10882,15532,,,,,,,,,,,2,,,,,,,,,
10883,15536,,,,,,,,,,,2,,,,,,,,,2
10884,15538,,,,,,,,,,,,,,,2,,,,,
10885,15541,,,,,,,,,,,,,,,,,,,,2
10886,15542,,2,,2,,,,,,,2,,,,2,2,,,,
10887,15543,,,,,,,,,,,,,,,,,2,,,2
10888,15544,,,,,,,,,2,,,2,,,,,,,,
10889,15545,,,,,,,,,,,2,,,,,,,,,
10890,15546,,,,2,,,,,,,,,,,,,,,,
10891,15547,,,2,,,,,,,,2,,,,2,,,,,
10892,15548,,,2,2,,,2,,,,2,,,,2,,,,2,2
10893,15549,,,,,,,,,,,,,,,,,,,,2
10894,15550,,,,,,,,,,,,,,,,,,,,
10895,15551,,2,2,2,2,,,,,,2,,,,2,2,,,,2
10896,15552,,,,,,,,,,,2,,,,2,,,,,2
10897,15553,,2,,,,,,,,,,,,,,,,,,
10898,15555,,,,2,,,,,,,2,,,,2,,,,,2
10899,15556,,,,,,,,,,,2,,,,,,,,,2
10900,15557,,,,,,,,,,,2,,,2,,,,,2,2
10901,15558,,,2,,,,,,,,2,,,,2,,,,,2
10902,15559,,,,,,,,,,,,,,,,,,,,2
10903,15560,,,,,,,,,,,2,,,,,,,,,
10904,15561,,,,,2,,,2,2,,2,,,,,,2,,,
10905,15562,,,,,2,,,,,,2,,,,2,,,,,2
10906,15563,,,,,,,,,,,2,,2,,,,,,,2
10907,15564,2,2,2,2,2,2,2,2,2,2,2,,,,2,2,2,2,2,2
10908,15566,,,,,,,,,,,2,,,,,,,,,
10909,15571,,,,,,,,2,,,,,,,,,2,,,
10910,15572,,,2,,,,,,,,2,2,,,2,,,,,
10911,15573,,,,,,,,,,,2,,,,2,,,,,2
10912,15574,,,,,,,,,,,,,,,,,,,,2
10913,15577,,,,,,,,,,,,,,,,,,,,2
10914,15579,2,,,,,,,,,,2,,,,,,,,,
10915,15581,,,,2,,,,,,,,,,,,,,,,
10916,15582,,,,,,,,,,,2,,,2,2,2,,,,2
10917,15583,,,,,,,,,,,2,,,,,,,,,
10918,15584,,,2,2,,,,2,,,2,,,,,,,,,2
10919,15585,,,,,,,,,,,2,,,,,,,,,
10920,15586,,,,2,,,,,,,,,,,,,,,,
10921,15587,,,,,,,,,2,,,2,,,,,,,,
10922,15588,,,,2,,,,,,,2,,,,2,,,,,
10923,15589,,,,,,,,,,,,,,,,,,,,
10924,15591,,,,,,,,,,,,,,,,,,,,2
10925,15595,,,,2,,,2,,,,,,,,,,,,,
10926,15596,,2,,,,,,,,,,2,,,,,,2,,
10927,15597,,,,,,,,,,,2,,,2,2,,,,,2
10928,15598,,,,,,,,2,2,,,,,,,,,,,2
10929,15603,,,,,,,,,,,2,,,,2,,,,,2
10930,15604,,,,,,,2,,2,,,,,,,,2,,,2
10931,15606,,,,,,,,,,,,,,,2,,,,,
10932,15607,,2,,,2,,2,,,,2,,,,2,,,,,
10933,15609,,2,2,,2,,,,,,,,,2,,,,,,
10934,15611,,,,2,,,,,,,2,,,,2,,,,2,
10935,15612,,,,,,,,,,,,,,,,,,,,2
10936,15615,,,,,,,,2,,,2,,,2,,,,,,2
10937,15616,,,,,,,,,,,,,,,,,,2,,
10938,15617,,,,,,,,,,,2,,,,,,,,,2
10939,15618,,,,,,,,,,,2,,,,,,,,2,2
10940,15619,,,,,,,,,,,,,,,2,,,,,
10941,15620,,,,,,,,,,,2,,,,,,,,,2
10942,15622,,,,,,,,,,,,,,,,,,2,,2
10943,15623,,,,,,,,,,,2,,,,,,,,,
10944,15624,,,,,2,,,,,,,,,,,,,,,
10945,15627,,,,,,,,,,,,,,,,,,,,
10946,15628,,,,,,,,,,,,2,,,,,,,,2
10947,15629,,,,,,,,,,,,,,,,,,,,2
10948,15630,,,,,,,,,,,2,,,,,,,,,2
10949,15632,,,,,,,,,,,2,,,,2,,,,,2
10950,15633,,,,2,,,,,,,2,,,,,,,,,
10951,15634,,,,,,,,,,,2,,,,,,,2,,
10952,15635,,,,,,,,,,,,,,,2,,,,,
10953,15638,,,,,,,,,,,2,,,,2,,,,,2
10954,15641,,2,,2,,,,,,,2,,2,,2,,,,2,2
10955,15642,,,,,,,,,,,2,,,,,,,,,
10956,15644,,,,,,,,,,,,,,,,,,,,2
10957,15646,,,,,,,,,,,2,,,,,,,,,2
10958,15648,,,,2,,,,,,,2,,,2,2,2,,,,2
10959,15649,2,,,,,,,,,,,,,,,,,,,
10960,15650,,,,,,,,,,,,,,,,,,,,2
10961,15651,,,,,,,,2,,,2,,,,2,,,,2,2
10962,15652,,,,,,,,,,,,,,,2,,,,,
10963,15653,,,,,,,,,,,,,,,2,,,,,
10964,15654,,,,,,,,,,,2,,,,,,,,,
10965,15655,,,,,,,,,,,,,,,2,,,,,
10966,15656,,,,2,,,,,,,,,,,,,,,,2
10967,15657,,,,2,,,,,,,,,,,2,,,,,
10968,15658,,,,,,,,2,,,,,,,,,,,,
10969,15659,,,,,,,,,,,2,2,,,,,,,,
10970,15660,,,,2,,,,,,,,,,,,,,,,
10971,15661,,,,,,,,,,,2,,,,,,,,,
10972,15663,,,,,,,,,,,2,,,,,,,,,
10973,15664,,,,,,,,,,,,,,,,2,,,,
10974,15665,,,,,,,,,,,2,,,,,,,,,
10975,15666,,,,,,,,2,,,2,,,,,,,,,
10976,15667,,,,,,,,,,,,,,,,,,,,2
10977,15668,,,,,,,,,,,,,,,,,,,,2
10978,15669,,,,,,,,,,,2,,,,2,,,,,2
10979,15670,,,,,2,,,,,,2,,,,2,2,,,2,2
10980,15671,,,,,,,,,,,,,,2,,,,,,2
10981,15672,,,,,2,,,2,,,2,,,2,,,2,,,2
10982,15673,,,,2,,,,,,,,,,,,,,,,
10983,15675,,,,,,,,,2,,,,,,,,,,,
10984,15676,,,,,,,,,,,2,,,,,2,,,,2
10985,15677,,,,2,,,,,,,2,,,,2,,,,,2
10986,15679,,,,,,,,,,,,,,,2,,,,,2
10987,15680,,2,,,,,,,,,,,,,,,,,,2
10988,15681,,,,,,,,,,,,,,,2,,,,,2
10989,15682,,,,,,,,,,,,,,,,,,,,2
10990,15683,,2,,,,,,,,,2,,,,2,,,,,2
10991,15685,,2,,,,,,2,,,2,,,,,,,2,,
10992,15688,,,,,,,,,,,,,,,,,,,,2
10993,15689,,,,,,,,,,,2,,,2,2,,,,,
10994,15690,,,,2,,,,,,,,,,,,,,,,
10995,15692,,,,2,2,2,,,,,2,,,,2,,,,2,2
10996,15695,,,,2,,,,,,,,,,,,,,,,
10997,15698,,,,,,,,,,,,,,,,,,,,
10998,15700,,,,,,,,,,,,,,,,,,,,
10999,15701,,,,2,,,,,,,,,,,,,,,,
11000,15702,,,2,,,,,,,,2,2,,,2,,,,,2
11001,15704,,,,,,,,,,,2,,,,2,,,,,2
11002,15705,,,,,,,,,2,,,,,,,,,,,
11003,15706,,,,2,,,,,,,2,,,,2,,,,,2
11004,15707,,,2,,,,,,,,,,,,2,,,,,
11005,15708,,,,2,,,,,,,2,,,,2,,,,2,
11006,15709,,,,,,,,,,,,,,,2,,,,,
11007,15712,,,2,,,,,2,,,2,,,,,,,,2,
11008,15714,,,,2,,,2,,,,,2,2,,,,,,,
11009,15715,,,,,,,,,,,,,,2,,,,,,2
11010,15716,,,,2,,,,,,,2,,,,2,,,,,2
11011,15717,,,,,,,,,,,,,,,,,,,,2
11012,15718,,,,,,,,,2,,,,,,,,,,2,
11013,15719,,,,,,,,,,,2,,,,2,,,,,2
11014,15720,,,,2,,,,,,,2,,,,,,,2,,2
11015,15721,,,,,,,,,,,,,,,,,,,,2
11016,15722,,,,,,,,,,,2,,,,2,,,,,2
11017,15724,,,,,,,,,,,,,,,,,,,,
11018,15725,,,,,,,,,,,2,,,,,,,,,2
11019,15731,,,2,,,,,,,,2,,,,2,,2,,,2
11020,15732,,,,,,,,,,,2,,,,2,2,,,,2
11021,15733,,2,,,,,,,2,,2,,,2,,,,,,
11022,15735,,,2,,,,,,,,2,2,,,2,2,,,,2
11023,15736,2,,,,2,,,,,,2,,2,2,2,2,,,,2
11024,15738,,,,,,,,,,,2,,,,2,,,,,2
11025,15739,,,,,,,,,,,2,,,,,,,,,
11026,15740,,,,2,,,,,,,,,,,2,,,,,
11027,15741,2,2,,,2,,,,2,,2,,2,2,2,2,,,,2
11028,15742,,2,,,,,,,,,,,,,,,,,,
