Respondent,amazon echo,android,apple watch or apple tv,arduino,aws,azure,drupal,esp8266,firebase,gaming console,google cloud platform/app engine,google home,heroku,ibm cloud or watson,ios,linux,mac os,mainframe,predix,raspberry pi,salesforce,serverless,sharepoint,windows desktop or server,windows phone,wordpress
16810,,,,,1.0,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,1.0
16811,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,
16812,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,
16813,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
16814,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
16815,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
16816,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
16817,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
16819,,,,,,,,,,,,,,,,,,,,,,,,,,
16820,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,1.0
16821,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
16822,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
16825,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
16826,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
16827,,,,,,,,,,,,,,,,,,,,,,,,,,
16828,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0
16829,,,,,,,,,,,,,,,,,,,,,,,,,,
16831,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
16832,,,,,,,,,,,,,,,,,,,,,,,,,,
16833,,,,,,,,,,,,,,,,,,,,,,,,,,
16835,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
16837,,,,,,,,,,,,,,,,,,,,,,,,,,
16838,,,,,,,,,,,,,,,,,,,,,,,,,,
16839,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
16840,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
16841,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,
16843,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,
16844,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0
16845,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
16846,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,
16847,,,,,,,,,,,,,,,,,,,,,,,,,,
16848,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
16849,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,
16851,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,
16852,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
16853,,,,,,,,,,,,,,,,,,,,,,,,,,
16854,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,
16855,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
16857,,,,,,,,,,,,,,,,,,,,,,,,,,
16858,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
16860,,,,,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,
16861,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,
16862,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
16863,,,,,,,,,,,,,,,,,,,,,,,,,,
16864,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
16866,,,,,,,,,,,,,,,,,,,,,,,,,,
16868,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
16871,,,,,,,,,,,,,,,,,,,,,,,,,,
16874,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0
16875,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,
16876,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
16878,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,
16879,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0
16880,,,,,,,,,,,,,,,,,,,,,,,,,,
16881,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
16882,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
16883,,1.0,,1.0,,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,
16884,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
16886,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0
16888,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
16891,,,,,,,,,,,,,,,,,,,,,,,,,,
16892,,,,,,,,,,,,,,,,,,,,,,,,,,
16893,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
16896,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,
16898,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
16899,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
16905,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
16907,,,,,,,,,,,,,,,,,,,,,,,,,,
16910,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,
16912,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
16917,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0
16918,,,,,,,,,,,,,,,,,,,,,,,,,,
16919,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
16921,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
16922,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
16923,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
16924,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0
16926,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
16927,1.0,1.0,,,,1.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,,
16928,,,,,,,,,,,,,,,,,,,,,,,,,,
16930,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
16931,,,,,,,,,,,,,,,,,,,,,,,,,,
16932,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,
16933,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
16935,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,
16937,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,
16938,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
16939,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,
16940,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
16941,,,,,,,,,,,,,,,,,,,,,,,,,,
16942,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
16943,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,
16945,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
16946,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
16947,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
16948,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
16951,,,,,,,,,,,,,,,,,,,,,,,,,,
16952,,,,,,,,,,,,,,,,,,,,,,,,,,
16953,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
16954,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
16956,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,
16957,,,,,,,,,,,,,,,,,,,,,,,,,,
16962,,,,,,,,,,,,,,,,,,,,,,,,,,
16964,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
16965,,,,,,,,,,,,,,,,,,,,,,,,,,
16967,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,1.0
16969,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
16970,,,,,,,,,,,,,,,,,,,,,,,,,,
16971,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,
16972,,,,,,,,,,,,,,,,,,,,,,,,,,
16973,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,
16975,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
16976,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0
16978,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0
16979,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
16980,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
16981,,,,,,,,,,,,,,,,,,,,,,,,,,
16985,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
16986,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0
16987,,,,,,,,,,,,,,,,,,,,,,,,,,
16988,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
16989,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
16990,,,,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0
16992,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
16993,,,,1.0,,,,,,,1.0,,1.0,,,,1.0,,,1.0,,,,,,
16994,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,
16995,,,,,,,,,,,,,,,,,,,,,,,,,,
16998,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,
16999,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0
17001,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
17002,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
17003,,,,,,,,,,,,,,,,,,,,,,,,,,
17004,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
17005,,,,,,,,,,,,,,,,,,,,,,,,,,
17006,,,,,,,,,,,,,,,,,,,,,,,,,,
17007,,,,,,,,,,,,,,,,,,,,,,,,,,
17008,,,,,,,,,,,,,,,,,,,,,,,,,,
17009,,,,,,,,,,,,,,,,,,,,,,,,,,
17010,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
17012,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,
17014,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,
17015,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
17016,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
17019,,,,,,,,,,,,,,,,,,,,,,,,,,
17021,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,
17022,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
17023,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,
17025,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
17027,,,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,
17028,,,,,,,,,,,,,,,,,,,,,,,,,,
17029,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
17031,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
17032,,,,,,,,,,,,,,,,,,,,,,,,,,
17034,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
17036,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
17037,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,
17038,,,,,,,,,,,,,,,,,,,,,,,,,,
17039,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,
17040,,,,,,,,,,,,,,,,,,,,,,,,,,
17041,,,,,,,,,,,,,,,,,,,,,,,,,,
17042,,,,,,,,,,,,,,,,,,,,,,,,,,
17043,,1.0,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,
17044,,,,,,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,,,1.0,,,,,,1.0
17045,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
17048,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
17049,,,,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,
17051,,,,,,,,,,,,,,,,,,,,,,,,,,
17052,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
17053,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
17054,,,,,,,,,,,,,,,,,,,,,,,,,,
17055,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,
17057,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
17058,,,,,,,,,,,,,,,,,,,,,,,,,,
17059,,,,,,,,,,,,,,,,,,,,,,,,,,
17060,,,,,1.0,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,
17062,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,
17065,,,,,,,,,,,,,,,,,,,,,,,,,,
17066,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
17067,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
17068,,,,,,,,,,,,,,,,,,,,,,,,,,
17069,,,,,,,,,,,,,,,,,,,,,,,,,,
17071,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
17072,,,,,,,,,,,,,,,,,,,,,,,,,,
17074,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
17075,,,,,,,,,,,,,,,,,,,,,,,,,,
17078,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
17079,,,,,,,,,,,,,,,,,,,,,,,,,,
17080,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,
17081,,,,,,,,,,,,,,,,,,,,,,,,,,
17083,,,,,,,,,,,,,,,,,,,,,,,,,,
17084,,1.0,,,1.0,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,
17085,,,,,,,,,,,,,,,,,,,,,,,,,,
17086,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
17087,,,,,,,,,,,,,,,,,,,,,,,,,,
17088,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,
17089,,,,,,,,,,,,,,,,,,,,,,,,,,
17090,,1.0,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,
17091,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
17092,,,,,,,,,,,,,,,,,,,,,,,,,,
17094,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
17096,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,
17098,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,
17100,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
17101,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,1.0,
17102,,,,,,,,,,,,,,,,,,,,,,,,,,
17103,,,,,,,,,,,,,,,,,,,,,,,,,,
17105,,,,,,,,,,,,,,,,,,,,,,,,,,
17107,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
17109,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
17110,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0
17111,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
17112,,,,,,,,,,,,,,,,,,,,,,,,,,
17113,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
17114,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
17116,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
17117,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,,1.0,,
17118,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
17120,,,,,,,,,,,,,,,,,,,,,,,,,,
17121,,,,,,,,,,,,,,,,,,,,,,,,,,
17122,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
17123,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
17124,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
17125,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,
17126,,,,,,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,
17127,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
17129,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,
17130,,,,,,,,,,,,,,,,,,,,,,,,,,
17131,,,,,,,,,,,,,,,,,,,,,,,,,,
17135,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
17138,,,,,,,,,,,,,,,,,,,,,,,,,,
17139,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
17140,,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,
17141,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
17142,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
17143,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
17145,,,,,,,,,,,,,,,,,,,,,,,,,,
17146,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
17147,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
17148,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
17150,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
17151,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
17153,,,,,,,,,,,,,,,,,,,,,,,,,,
17155,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
17157,,,,,,,,,,,,,,,,,,,,,,,,,,
17158,,,,,,,,,,,,,,,,,,,,,,,,,,
17159,,,,,,,,,,,,,,,,,,,,,,,,,,
17160,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
17161,,,,,,,,,,,,,,,,,,,,,,,,,,
17163,,,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,
17165,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0
17167,,,,,,,,,,,,,,,,,,,,,,,,,,
17168,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
17169,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0
17172,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,
17173,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0
17174,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
17175,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,
17176,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
17178,,,,,,,,,,,,,,,,,,,,,,,,,,
17182,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
17183,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0
17184,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
17186,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
17187,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
17188,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0
17189,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0
17190,,,,,,,,,,,,,,,,,,,,,,,,,,
17191,,,,,,,,,,,,,,,,,,,,,,,,,,
17192,,1.0,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,
17193,,,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0
17194,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
17195,,,,,,,,,,,,,,,,,,,,,,,,,,
17196,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
17198,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,
17201,,1.0,,,1.0,,,,,1.0,,,,,,1.0,,,,1.0,,,,1.0,,
17203,,,1.0,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,
17204,,,,,,,,,,,,,,,,,,,,,,,,,,
17207,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,
17208,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,
17209,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
17210,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0
17211,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
17213,,,,,,,,,,,,,,,,,,,,,,,,,,
17215,,,,,,,,,,,,,,,,,,,,,,,,,,
17217,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
17220,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,
17221,,,,,,,,,,,,,,,,,,,,,,,,,,
17223,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0
17224,,,,,,,,,,,,,,,,,,,,,,,,,,
17225,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
17229,,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,
17230,,,,,,,,,,,,,,,,,,,,,,,,,,
17231,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,
17232,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
17233,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
17234,,,,,,,,,,,,,,,,,,,,,,,,,,
17235,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,
17236,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
17237,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,
17241,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,,1.0
17242,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,
17243,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
17245,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
17246,,,,,,,,,,,,,,,,,,,,,,,,,,
17247,,,,,,,,,,,,,,,,,,,,,,,,,,
17248,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,
17249,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,
17251,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
17253,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,
17254,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,
17255,,,,,1.0,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,
17257,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
17259,,,,,,,,,,,,,,,,,,,,,,,,,,
17260,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
17261,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,
17263,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
17265,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
17266,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,
17267,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
17268,,,,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,
17269,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0
17270,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
17272,,,,,,,,,,,,,,,,,,,,,,,,,,
17273,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,
17274,,,,,,,,,,,,,,,,,,,,,,,,,,
17275,,,,1.0,1.0,1.0,,,1.0,,,,1.0,,,1.0,1.0,,,1.0,,1.0,,,,
17276,,,,,,,,,,,,,,,,,,,,,,,,,,
17278,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
17280,,,,,,,,,,,,,,,,,,,,,,,,,,
17282,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
17283,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
17285,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
17287,1.0,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,
17288,,,,,,,,,,,,,,,,,,,,,,,,,,
17289,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
17291,,,,,1.0,1.0,,,,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,
17293,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
17294,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,1.0,,,,
17296,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
17298,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
17299,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,
17300,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
17301,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
17302,,,,,,,,,,,,,,,,,,,,,,,,,,
17304,,,,,,,,,,,,,,,,,,,,,,,,,,
17305,,,,,,,,,,,,,,,,,,,,,,,,,,
17308,,,,,,,,,,,,,,,,,,,,,,,,,,
17309,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
17310,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
17311,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,1.0,
17314,,,,,1.0,,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0
17315,,,,,,,,,,,,,,,,,,,,,,,,,,
17316,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
17317,,,,,,,,,,,,,,,,,,,,,,,,,,
17318,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
17320,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,1.0
17321,,,,,,,,,,,,,,,,,,,,,,,,,,
17325,,,,,,,,,,,,,,,,,,,,,,,,,,
17326,,,,,,,,,,,,,,,,,,,,,,,,,,
17327,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,
17328,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
17330,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0
17331,,,,,,,,,,,,,,,,,,,,,,,,,,
17332,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,
17333,,,,,,,,,,,,,,,,,,,,,,,,,,
17334,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0
17335,,,,,,,,,,,,,,,,,,,,,,,,,,
17336,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
17337,,,,,,,,,,,,,,,,,,,,,,,,,,
17338,,,,,,,,,,,,,,,,,,,,,,,,,,
17339,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,,
17341,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
17342,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
17343,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
17344,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
17346,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,
17347,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
17349,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
17351,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
17352,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,
17353,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
17354,,,,,,,,,,,,,,,,,,,,,,,,,,
17355,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,1.0
17356,,,,,,,,,,,,,,,,,,,,,,,,,,
17359,,1.0,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,1.0
17360,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
17361,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0
17362,1.0,1.0,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,1.0
17363,,1.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,
17364,,,,,,,,,,,,,,,,,,,,,,,,,,
17365,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
17366,,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
17367,,,,,,,,,,,,,,,,,,,,,,,,,,
17368,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,
17370,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
17371,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
17372,,,,,,,,,,,,,,,,,,,,,,,,,,
17373,1.0,,,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,
17374,,,,,,,,,,,,,,,,,,,,,,,,,,
17375,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
17376,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
